Id;Source;Target;person_id;exhibitor;exhibition_id;exhibition;year;name_from_catalogue;place_name
7713;p_2808;e_1;2808;Schweninger, Carl d. Ä.;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Schweninger, Carl d. Ä.;Vienna
7714;p_2808;e_2;2808;Schweninger, Carl d. Ä.;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Schweninger, Carl d. Ä.;Vienna
7715;p_2808;e_3;2808;Schweninger, Carl d. Ä.;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Schweninger, Carl d. Ä.;Vienna
7716;p_2808;e_4;2808;Schweninger, Carl d. Ä.;4;4. Große Jahresausstellung (Künstlerhaus);1872;Schweninger, Carl d. Ä.;Vienna
7717;p_2808;e_5;2808;Schweninger, Carl d. Ä.;5;5. Große Jahresausstellung (Künstlerhaus);1874;Schweninger, Carl d. Ä.;Vienna
7718;p_2808;e_6;2808;Schweninger, Carl d. Ä.;6;6. Große Jahresausstellung (Künstlerhaus);1875;Schweninger, Carl d. Ä.;Vienna
7719;p_2808;e_7;2808;Schweninger, Carl d. Ä.;7;7. Große Jahresausstellung (Künstlerhaus);1876;Schweninger, Carl d. Ä.;Vienna
7720;p_2808;e_8;2808;Schweninger, Carl d. Ä.;8;8. Große Jahresausstellung (Künstlerhaus);1877;Schweninger, Carl d. Ä.;Vienna
7721;p_2808;e_9;2808;Schweninger, Carl d. Ä.;9;9. Große Jahresausstellung (Künstlerhaus);1878;Schweninger, Carl d. Ä.;Vienna
7722;p_2808;e_10;2808;Schweninger, Carl d. Ä.;10;10. Große Jahresausstellung (Künstlerhaus);1879;Schweninger, Carl d. Ä.;Vienna
7723;p_2808;e_13;2808;Schweninger, Carl d. Ä.;13;13. Jahresausstellung (Künstlerhaus);1883;Schweninger, Carl d. Ä.;Vienna
7724;p_2808;e_13;2808;Schweninger, Carl d. Ä.;13;13. Jahresausstellung (Künstlerhaus);1883;Schweninger, Carl d. Ä.;Vienna
7725;p_2809;e_7;2809;Schweninger, Carl d. J.;7;7. Große Jahresausstellung (Künstlerhaus);1876;Schweninger, Carl d. J.;Vienna
7726;p_2809;e_12;2809;Schweninger, Carl d. J.;12;12. Jahresausstellung (Künstlerhaus);1881;Schweninger, Carl d. J.;Vienna
7727;p_2809;e_13;2809;Schweninger, Carl d. J.;13;13. Jahresausstellung (Künstlerhaus);1883;Schweninger, Carl d. J.;Vienna
7728;p_2809;e_13;2809;Schweninger, Carl d. J.;13;13. Jahresausstellung (Künstlerhaus);1883;Schweninger, Carl d. J.;Vienna
7729;p_2809;e_15;2809;Schweninger, Carl d. J.;15;15. Jahresausstellung (Künstlerhaus);1885;Schweninger, Carl d. J.;Vienna
7730;p_2809;e_18;2809;Schweninger, Carl d. J.;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Schweninger, Carl d. J.;no value
7731;p_2810;e_6;2810;Schweninger, Rosa;6;6. Große Jahresausstellung (Künstlerhaus);1875;Schweninger, Rosa;Vienna
7732;p_2810;e_7;2810;Schweninger, Rosa;7;7. Große Jahresausstellung (Künstlerhaus);1876;Schweninger, Rosa;Vienna
7733;p_2810;e_13;2810;Schweninger, Rosa;13;13. Jahresausstellung (Künstlerhaus);1883;Schweninger, Rosa;Vienna
7734;p_2810;e_14;2810;Schweninger, Rosa;14;14. Jahresausstellung (Künstlerhaus);1884;Schweninger, Rosa;Vienna
7735;p_2810;e_15;2810;Schweninger, Rosa;15;15. Jahresausstellung (Künstlerhaus);1885;Schweninger, Rosa;Vienna
7736;p_2810;e_16;2810;Schweninger, Rosa;16;16. Jahresausstellung (Künstlerhaus);1886;Schweninger, Rosa;Vienna
7737;p_2810;e_17;2810;Schweninger, Rosa;17;17. Jahresausstellung (Künstlerhaus);1887;Schweninger, Rosa;Vienna
7738;p_2810;e_18;2810;Schweninger, Rosa;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Schweninger, Rosa;no value
7739;p_2810;e_24;2810;Schweninger, Rosa;24;23. Jahresausstellung (Künstlerhaus);1895;Schweninger, Rosa;Vienna
7740;p_2811;e_7;2811;Schwenzer, August;7;7. Große Jahresausstellung (Künstlerhaus);1876;Schwenzer, August;Vienna
7741;p_2811;e_8;2811;Schwenzer, August;8;8. Große Jahresausstellung (Künstlerhaus);1877;Schwenzer, August;Vienna
7742;p_2811;e_10;2811;Schwenzer, August;10;10. Große Jahresausstellung (Künstlerhaus);1879;Schwenzer, August;Vienna
7743;p_2812;e_3;2812;Schwerdgeburth, Carl August;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Schwerdgeburth, Carl August;Weimar
7744;p_2813;e_25;2813;Schwerdtner, Carl Maria;25;24. Jahresausstellung (Künstlerhaus);1896;Schwerdtner, Carl Maria;Vienna
7745;p_2813;e_26;2813;Schwerdtner, Carl Maria;26;25. Jahresausstellung (Künstlerhaus);1897;Schwerdtner, Carl Maria;Vienna
7746;p_2814;e_2;2814;Schwerin, A. von;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Schwerin, A. von;no value
7747;p_2815;e_13;2815;Schwerzek, Carl;13;13. Jahresausstellung (Künstlerhaus);1883;Schwerzek, Carl;Vienna
7748;p_2815;e_14;2815;Schwerzek, Carl;14;14. Jahresausstellung (Künstlerhaus);1884;Schwerzek, Carl;Vienna
7749;p_2815;e_16;2815;Schwerzek, Carl;16;16. Jahresausstellung (Künstlerhaus);1886;Schwerzek, Carl;Vienna
7750;p_2815;e_22;2815;Schwerzek, Carl;22;21. Jahresausstellung (Künstlerhaus);1892;Schwerzek, Carl;Vienna
7751;p_2815;e_24;2815;Schwerzek, Carl;24;23. Jahresausstellung (Künstlerhaus);1895;Schwerzek, Carl;Vienna
7752;p_2815;e_27;2815;Schwerzek, Carl;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Schwerzek, Carl;no value
7753;p_2816;e_3;2816;Schwind, Moritz von;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Schwind, Moritz von;Munich
7754;p_2816;e_14;2816;Schwind, Moritz von;14;14. Jahresausstellung (Künstlerhaus);1884;Schwind, Moritz von;no value
7755;p_2816;e_18;2816;Schwind, Moritz von;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Schwind, Moritz von;no value
7756;p_2817;e_16;2817;Schwoiser, Eduard;16;16. Jahresausstellung (Künstlerhaus);1886;Schwoiser, Eduard;Munich
7757;p_2818;e_8;2818;Seben, Henri van;8;8. Große Jahresausstellung (Künstlerhaus);1877;Seben, Henri van;Brussels
7758;p_2819;e_15;2819;Seckendorff, Hugo von;15;15. Jahresausstellung (Künstlerhaus);1885;Seckendorff, Hugo von;Karlsruhe
7759;p_2819;e_17;2819;Seckendorff, Hugo von;17;17. Jahresausstellung (Künstlerhaus);1887;Seckendorff, Hugo von;Munich
7760;p_2820;e_22;2820;Seeboeck, Ferdinand;22;21. Jahresausstellung (Künstlerhaus);1892;Seeboeck, Ferdinand;Vienna
7761;p_2820;e_23;2820;Seeboeck, Ferdinand;23;22. Jahresausstellung (Künstlerhaus);1893;Seeboeck, Ferdinand;Rome
7762;p_2821;e_4;2821;Seel, Adolf;4;4. Große Jahresausstellung (Künstlerhaus);1872;Seel, Adolf;Düsseldorf
7763;p_2821;e_7;2821;Seel, Adolf;7;7. Große Jahresausstellung (Künstlerhaus);1876;Seel, Adolf;Düsseldorf
7764;p_2821;e_9;2821;Seel, Adolf;9;9. Große Jahresausstellung (Künstlerhaus);1878;Seel, Adolf;Düsseldorf
7765;p_2821;e_11;2821;Seel, Adolf;11;11. Jahresausstellung (Künstlerhaus);1880;Seel, Adolf;Düsseldorf
7766;p_2821;e_15;2821;Seel, Adolf;15;15. Jahresausstellung (Künstlerhaus);1885;Seel, Adolf;Düsseldorf
7767;p_2821;e_17;2821;Seel, Adolf;17;17. Jahresausstellung (Künstlerhaus);1887;Seel, Adolf;Düsseldorf
7768;p_2821;e_18;2821;Seel, Adolf;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seel, Adolf;no value
7769;p_2821;e_19;2821;Seel, Adolf;19;18. Jahresausstellung (Künstlerhaus);1889;Seel, Adolf;Düsseldorf
7770;p_2821;e_21;2821;Seel, Adolf;21;20. Jahresausstellung (Künstlerhaus);1891;Seel, Adolf;Düsseldorf
7771;p_2821;e_22;2821;Seel, Adolf;22;21. Jahresausstellung (Künstlerhaus);1892;Seel, Adolf;Düsseldorf
7772;p_2821;e_23;2821;Seel, Adolf;23;22. Jahresausstellung (Künstlerhaus);1893;Seel, Adolf;Düsseldorf
7773;p_2822;e_1;2822;Seelos, Gottfried;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Seelos, Gottfried;Vienna
7774;p_2822;e_2;2822;Seelos, Gottfried;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Seelos, Gottfried;Vienna
7775;p_2822;e_3;2822;Seelos, Gottfried;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Seelos, Gottfried;Vienna
7776;p_2822;e_4;2822;Seelos, Gottfried;4;4. Große Jahresausstellung (Künstlerhaus);1872;Seelos, Gottfried;Vienna
7777;p_2822;e_6;2822;Seelos, Gottfried;6;6. Große Jahresausstellung (Künstlerhaus);1875;Seelos, Gottfried;Vienna
7778;p_2822;e_7;2822;Seelos, Gottfried;7;7. Große Jahresausstellung (Künstlerhaus);1876;Seelos, Gottfried;Vienna
7779;p_2822;e_8;2822;Seelos, Gottfried;8;8. Große Jahresausstellung (Künstlerhaus);1877;Seelos, Gottfried;Vienna
7780;p_2822;e_9;2822;Seelos, Gottfried;9;9. Große Jahresausstellung (Künstlerhaus);1878;Seelos, Gottfried;Vienna
7781;p_2822;e_10;2822;Seelos, Gottfried;10;10. Große Jahresausstellung (Künstlerhaus);1879;Seelos, Gottfried;Vienna
7782;p_2822;e_12;2822;Seelos, Gottfried;12;12. Jahresausstellung (Künstlerhaus);1881;Seelos, Gottfried;Vienna
7783;p_2822;e_13;2822;Seelos, Gottfried;13;13. Jahresausstellung (Künstlerhaus);1883;Seelos, Gottfried;Vienna
7784;p_2822;e_14;2822;Seelos, Gottfried;14;14. Jahresausstellung (Künstlerhaus);1884;Seelos, Gottfried;Vienna
7785;p_2822;e_15;2822;Seelos, Gottfried;15;15. Jahresausstellung (Künstlerhaus);1885;Seelos, Gottfried;Vienna
7786;p_2822;e_18;2822;Seelos, Gottfried;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seelos, Gottfried;no value
7787;p_2822;e_19;2822;Seelos, Gottfried;19;18. Jahresausstellung (Künstlerhaus);1889;Seelos, Gottfried;Vienna
7788;p_2822;e_21;2822;Seelos, Gottfried;21;20. Jahresausstellung (Künstlerhaus);1891;Seelos, Gottfried;Vienna
7789;p_2822;e_22;2822;Seelos, Gottfried;22;21. Jahresausstellung (Künstlerhaus);1892;Seelos, Gottfried;Vienna
7790;p_2822;e_23;2822;Seelos, Gottfried;23;22. Jahresausstellung (Künstlerhaus);1893;Seelos, Gottfried;Vienna
7791;p_2822;e_24;2822;Seelos, Gottfried;24;23. Jahresausstellung (Künstlerhaus);1895;Seelos, Gottfried;Vienna
7792;p_2822;e_26;2822;Seelos, Gottfried;26;25. Jahresausstellung (Künstlerhaus);1897;Seelos, Gottfried;Vienna
7793;p_2822;e_27;2822;Seelos, Gottfried;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Seelos, Gottfried;Vienna
7794;p_2823;e_2;2823;Seelos, Ignaz;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Seelos, Ignaz;Vienna
7795;p_2823;e_3;2823;Seelos, Ignaz;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Seelos, Ignaz;Vienna
7796;p_1387;e_19;1387;Jellico, Giuseppe;19;18. Jahresausstellung (Künstlerhaus);1889;Jellico, Giuseppe;Moena
7797;p_2823;e_6;2823;Seelos, Ignaz;6;6. Große Jahresausstellung (Künstlerhaus);1875;Seelos, Ignaz;Vienna
7798;p_2823;e_8;2823;Seelos, Ignaz;8;8. Große Jahresausstellung (Künstlerhaus);1877;Seelos, Ignaz;Vienna
7799;p_1387;e_20;1387;Jellico, Giuseppe;20;19. Jahresausstellung (Künstlerhaus);1890;Jellico, Giuseppe;Moena
7800;p_2456;e_24;2456;Reiffenstein, Leo;24;23. Jahresausstellung (Künstlerhaus);1895;Reiffenstein, Leo;Mondsee
7801;p_2243;e_28;2243;Paterson, James;28;26. Jahresausstellung (Künstlerhaus);1899;Paterson, James;Moniaive
7802;p_2826;e_18;2826;Segenschmid, Franz Xaver;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Segenschmid, Franz Xaver;no value
7803;p_2827;e_14;2827;Segoni, A.;14;14. Jahresausstellung (Künstlerhaus);1884;Segoni, A.;Florence
7804;p_2828;e_14;2828;Seib, Wilhelm;14;14. Jahresausstellung (Künstlerhaus);1884;Seib, Wilhelm;Vienna
7805;p_2828;e_17;2828;Seib, Wilhelm;17;17. Jahresausstellung (Künstlerhaus);1887;Seib, Wilhelm;Vienna
7806;p_2828;e_18;2828;Seib, Wilhelm;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seib, Wilhelm;no value
7807;p_2828;e_20;2828;Seib, Wilhelm;20;19. Jahresausstellung (Künstlerhaus);1890;Seib, Wilhelm;Vienna
7808;p_2828;e_21;2828;Seib, Wilhelm;21;20. Jahresausstellung (Künstlerhaus);1891;Seib, Wilhelm;Vienna
7809;p_2828;e_22;2828;Seib, Wilhelm;22;21. Jahresausstellung (Künstlerhaus);1892;Seib, Wilhelm;Vienna
7810;p_2828;e_24;2828;Seib, Wilhelm;24;23. Jahresausstellung (Künstlerhaus);1895;Seib, Wilhelm;Vienna
7811;p_2828;e_26;2828;Seib, Wilhelm;26;25. Jahresausstellung (Künstlerhaus);1897;Seib, Wilhelm;Vienna
7812;p_2828;e_27;2828;Seib, Wilhelm;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Seib, Wilhelm;Vienna
7813;p_2828;e_28;2828;Seib, Wilhelm;28;26. Jahresausstellung (Künstlerhaus);1899;Seib, Wilhelm;Vienna
7814;p_2829;e_2;2829;Seibels, Carl;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Seibels, Carl;Düsseldorf
7815;p_2829;e_3;2829;Seibels, Carl;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Seibels, Carl;Düsseldorf
7816;p_2830;e_18;2830;Seidan, Wenzel;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seidan, Wenzel;no value
7817;p_2831;e_3;2831;Seidel, August;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Seidel, August;Munich
7818;p_2831;e_15;2831;Seidel, August;15;15. Jahresausstellung (Künstlerhaus);1885;Seidel, August;Vienna
7819;p_2832;e_23;2832;Seidel, Oskar;23;22. Jahresausstellung (Künstlerhaus);1893;Seidel, Oscar;Dresden
7820;p_2833;e_18;2833;Seidl, Carl;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seidl, Carl;no value
7821;p_2833;e_21;2833;Seidl, Carl;21;20. Jahresausstellung (Künstlerhaus);1891;Seidl, Carl;Vienna
7822;p_2834;e_21;2834;Seifert, Alfred;21;20. Jahresausstellung (Künstlerhaus);1891;Seifert, Alfred;Munich
7823;p_2835;e_19;2835;Seifert, Franz;19;18. Jahresausstellung (Künstlerhaus);1889;Seifert, Franz;Vienna
7824;p_2835;e_24;2835;Seifert, Franz;24;23. Jahresausstellung (Künstlerhaus);1895;Seifert, Franz;Vienna
7825;p_2835;e_25;2835;Seifert, Franz;25;24. Jahresausstellung (Künstlerhaus);1896;Seifert, Franz;Vienna
7826;p_2835;e_26;2835;Seifert, Franz;26;25. Jahresausstellung (Künstlerhaus);1897;Seifert, Franz;Vienna
7827;p_2835;e_27;2835;Seifert, Franz;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Seifert, Franz;Vienna
7828;p_2835;e_28;2835;Seifert, Franz;28;26. Jahresausstellung (Künstlerhaus);1899;Seifert, Franz;Vienna
7829;p_2835;e_29;2835;Seifert, Franz;29;27. Jahresausstellung (Künstlerhaus);1900;Seifert, Franz;Vienna
7830;p_2836;e_27;2836;Seifert, Victor;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Seifert, Victor;Berlin
7831;p_2837;e_14;2837;Seignemartin, Jean;14;14. Jahresausstellung (Künstlerhaus);1884;Seignemartin, Jean;Lyon
7832;p_2838;e_17;2838;Seiler, Carl;17;17. Jahresausstellung (Künstlerhaus);1887;Seiler, Carl;Munich
7833;p_2838;e_18;2838;Seiler, Carl;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seiler, Carl;no value
7834;p_2838;e_22;2838;Seiler, Carl;22;21. Jahresausstellung (Künstlerhaus);1892;Seiler, Carl;Munich
7835;p_2844;e_9;2844;Sellmayr, Ludwig;9;9. Große Jahresausstellung (Künstlerhaus);1878;Sellmeyer, Ludwig;Munich
7836;p_2970;e_16;2970;Steinling, Josef;16;16. Jahresausstellung (Künstlerhaus);1886;Seinling, Josef;Vienna
7837;p_2839;e_7;2839;Seitz, Anton;7;7. Große Jahresausstellung (Künstlerhaus);1876;Seitz, Anton;Munich
7838;p_2839;e_11;2839;Seitz, Anton;11;11. Jahresausstellung (Künstlerhaus);1880;Seitz, Anton;Munich
7839;p_2839;e_13;2839;Seitz, Anton;13;13. Jahresausstellung (Künstlerhaus);1883;Seitz, Anton;Munich
7840;p_2839;e_15;2839;Seitz, Anton;15;15. Jahresausstellung (Künstlerhaus);1885;Seitz, Anton;Munich
7841;p_2839;e_16;2839;Seitz, Anton;16;16. Jahresausstellung (Künstlerhaus);1886;Seitz, Anton;Munich
7842;p_2840;e_8;2840;Seitz, Otto;8;8. Große Jahresausstellung (Künstlerhaus);1877;Seitz, Otto;Munich
7843;p_2840;e_15;2840;Seitz, Otto;15;15. Jahresausstellung (Künstlerhaus);1885;Seitz, Otto;Munich
7844;p_2840;e_18;2840;Seitz, Otto;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seitz, Otto;no value
7845;p_2840;e_23;2840;Seitz, Otto;23;22. Jahresausstellung (Künstlerhaus);1893;Seitz, Otto;Munich
7846;p_2841;e_17;2841;Seligmann, Adalbert Franz;17;17. Jahresausstellung (Künstlerhaus);1887;Seligmann, Adalbert Franz;Munich
7847;p_2841;e_18;2841;Seligmann, Adalbert Franz;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Seligmann, Adalbert Franz;no value
7848;p_2841;e_19;2841;Seligmann, Adalbert Franz;19;18. Jahresausstellung (Künstlerhaus);1889;Seligmann, Adalbert Franz;Vienna
7849;p_2841;e_20;2841;Seligmann, Adalbert Franz;20;19. Jahresausstellung (Künstlerhaus);1890;Seligmann, Adalbert Franz;Vienna
7850;p_2841;e_21;2841;Seligmann, Adalbert Franz;21;20. Jahresausstellung (Künstlerhaus);1891;Seligmann, Adalbert Franz;Vienna
7851;p_2841;e_22;2841;Seligmann, Adalbert Franz;22;21. Jahresausstellung (Künstlerhaus);1892;Seligmann, Adalbert Franz;Vienna
7852;p_2841;e_23;2841;Seligmann, Adalbert Franz;23;22. Jahresausstellung (Künstlerhaus);1893;Seligmann, Adalbert Franz;Vienna
7853;p_2841;e_24;2841;Seligmann, Adalbert Franz;24;23. Jahresausstellung (Künstlerhaus);1895;Seligmann, Adalbert Franz;Vienna
7854;p_2841;e_27;2841;Seligmann, Adalbert Franz;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Seligmann, Adalbert Franz;Vienna
7855;p_2841;e_28;2841;Seligmann, Adalbert Franz;28;26. Jahresausstellung (Künstlerhaus);1899;Seligmann, Adalbert Franz;Vienna
7856;p_2841;e_29;2841;Seligmann, Adalbert Franz;29;27. Jahresausstellung (Künstlerhaus);1900;Seligmann, Adalbert Franz;Vienna
7857;p_2842;e_1;2842;Sell, Christian;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Sell, Christian;Düsseldorf
7858;p_2842;e_2;2842;Sell, Christian;2;2. Große Internationale Kunstausstellung (Künstlerhaus);1870;Sell, Christian;Düsseldorf
7859;p_2843;e_4;2843;Selleny, Joseph;4;4. Große Jahresausstellung (Künstlerhaus);1872;Selleny, Joseph;Vienna
7860;p_2843;e_18;2843;Selleny, Joseph;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Selleny, Joseph;no value
7861;p_2845;e_28;2845;Selvatico, Luigi;28;26. Jahresausstellung (Künstlerhaus);1899;Selvatico, Luigi;Venice
7862;p_2846;e_27;2846;Semper, Gottfried;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Semper, Gottfried;no value
7863;p_2847;e_18;2847;Sénet, Rafael;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Sénet, Rafael;no value
7864;p_2848;e_4;2848;Serego, Eugen;4;4. Große Jahresausstellung (Künstlerhaus);1872;Serego, Eugen;Milan
7865;p_2849;e_21;2849;Serena, Luigi;21;20. Jahresausstellung (Künstlerhaus);1891;Serena, Luigi;Treviso
7866;p_2850;e_27;2850;Serra, Enrique;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Serra, Enrique;Rome
7867;p_2851;e_18;2851;Severn, Heltun;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Severn, Heltun;no value
7868;p_2852;e_15;2852;Seydel, Anna;15;15. Jahresausstellung (Künstlerhaus);1885;Seydel, Anna;Vienna
7869;p_2852;e_16;2852;Seydel, Anna;16;16. Jahresausstellung (Künstlerhaus);1886;Seydel, Anna;Vienna
7870;p_2853;e_25;2853;Seydel, Hans;25;24. Jahresausstellung (Künstlerhaus);1896;Seydel, Hans;Opatija
7871;p_2854;e_7;2854;Seyfferth, G.;7;7. Große Jahresausstellung (Künstlerhaus);1876;Seyfferth, G.;Rome
7872;p_2855;e_9;2855;Seyppel, Carl Maria;9;9. Große Jahresausstellung (Künstlerhaus);1878;Seyppel, Carl Maria;Düsseldorf
7873;p_2855;e_15;2855;Seyppel, Carl Maria;15;15. Jahresausstellung (Künstlerhaus);1885;Seyppel, Carl Maria;Düsseldorf
7874;p_2856;e_18;2856;Sherrin, John;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Sherrin, John;no value
7875;p_2857;e_21;2857;Siber, Alfons;21;20. Jahresausstellung (Künstlerhaus);1891;Siber, Alfons;Vienna
7876;p_2858;e_28;2858;Siberdt, Eugène;28;26. Jahresausstellung (Künstlerhaus);1899;Siberdt, Eugène;Antwerp
7877;p_2859;e_27;2859;Sicard von Sicardsburg, August;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Sicard von Sicardsburg, August;Vienna
7878;p_2860;e_15;2860;Sichel, Nathaniel;15;15. Jahresausstellung (Künstlerhaus);1885;Sichel, Nathaniel;Berlin
7879;p_2861;e_29;2861;Sickert, Bernhard;29;27. Jahresausstellung (Künstlerhaus);1900;Sickert, Bernhard;London
7880;p_2862;e_12;2862;Sidorowicz, Zygmunt;12;12. Jahresausstellung (Künstlerhaus);1881;Sidorowicz, Zygmunt;Vienna
7881;p_2886;e_12;2886;Sinding, Otto;12;12. Jahresausstellung (Künstlerhaus);1881;Sinding, Otto;Munich
7882;p_2863;e_15;2863;Sieger, J.;15;15. Jahresausstellung (Künstlerhaus);1885;Sieger, J.;Munich
7883;p_2864;e_7;2864;Sieger, Viktor;7;7. Große Jahresausstellung (Künstlerhaus);1876;Sieger, Viktor;Munich
7884;p_2864;e_13;2864;Sieger, Viktor;13;13. Jahresausstellung (Künstlerhaus);1883;Sieger, Viktor;Munich
7885;p_2865;e_1;2865;Siegert, August;1;1. Große Internationale Kunstausstellung (Künstlerhaus);1869;Siegert, August;Düsseldorf
7886;p_2865;e_4;2865;Siegert, August;4;4. Große Jahresausstellung (Künstlerhaus);1872;Siegert, August;Düsseldorf
7887;p_2865;e_9;2865;Siegert, August;9;9. Große Jahresausstellung (Künstlerhaus);1878;Siegert, August;Düsseldorf
7888;p_2866;e_27;2866;Siegl, Karl von;27;Jubiläums-Kunstausstellung 1898 (Künstlerhaus);1898;Siegl, Karl von;Vienna
7889;p_2867;e_3;2867;Siemering, Fritz;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Siemering, Fritz;Munich
7890;p_2868;e_19;2868;Siemering, Julius;19;18. Jahresausstellung (Künstlerhaus);1889;Siemering, Julius;Königsberg
7891;p_2869;e_3;2869;Siemering, Rudolf;3;3. Große Internationale Kunstausstellung (Künstlerhaus);1871;Siemering, R.;Berlin
7892;p_2870;e_18;2870;Siemiradzki, Hendrik;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Siemiradzki, Hendrik;no value
7893;p_2871;e_21;2871;Sigmundt, Ludwig;21;20. Jahresausstellung (Künstlerhaus);1891;Sigmundt, Ludwig;Vienna
7894;p_2871;e_22;2871;Sigmundt, Ludwig;22;21. Jahresausstellung (Künstlerhaus);1892;Sigmundt, Ludwig;Vienna
7895;p_2871;e_24;2871;Sigmundt, Ludwig;24;23. Jahresausstellung (Künstlerhaus);1895;Sigmundt, Ludwig;Vienna
7896;p_2871;e_25;2871;Sigmundt, Ludwig;25;24. Jahresausstellung (Künstlerhaus);1896;Sigmundt, Ludwig;Vienna
7897;p_2872;e_7;2872;Signorini, E. K.;7;7. Große Jahresausstellung (Künstlerhaus);1876;Signorini, E. K.;Brussels
7898;p_2873;e_12;2873;Signorini, T.;12;12. Jahresausstellung (Künstlerhaus);1881;Signorini, T.;Rijeka
7899;p_2874;e_4;2874;Silbernagl, Johann;4;4. Große Jahresausstellung (Künstlerhaus);1872;Silbernagl, Johann;Vienna
7900;p_2874;e_5;2874;Silbernagl, Johann;5;5. Große Jahresausstellung (Künstlerhaus);1874;Silbernagl, Johann;Vienna
7901;p_2874;e_7;2874;Silbernagl, Johann;7;7. Große Jahresausstellung (Künstlerhaus);1876;Silbernagl, Johann;Vienna
7902;p_2874;e_8;2874;Silbernagl, Johann;8;8. Große Jahresausstellung (Künstlerhaus);1877;Silbernagl, Johann;Vienna
7903;p_2874;e_9;2874;Silbernagl, Johann;9;9. Große Jahresausstellung (Künstlerhaus);1878;Silbernagl, Johann;Vienna
7904;p_2874;e_11;2874;Silbernagl, Johann;11;11. Jahresausstellung (Künstlerhaus);1880;Silbernagl, Johann;Vienna
7905;p_2874;e_13;2874;Silbernagl, Johann;13;13. Jahresausstellung (Künstlerhaus);1883;Silbernagl, Johann;Vienna
7906;p_2875;e_22;2875;Simi, F.;22;21. Jahresausstellung (Künstlerhaus);1892;Simi, F.;Florence
7907;p_2876;e_7;2876;Simm, Franz Xaver;7;7. Große Jahresausstellung (Künstlerhaus);1876;Simm, Franz Xaver;Vienna
7908;p_2876;e_10;2876;Simm, Franz Xaver;10;10. Große Jahresausstellung (Künstlerhaus);1879;Simm, Franz Xaver;Rome
7909;p_2876;e_11;2876;Simm, Franz Xaver;11;11. Jahresausstellung (Künstlerhaus);1880;Simm, Franz Xaver;Rome
7910;p_2876;e_16;2876;Simm, Franz Xaver;16;16. Jahresausstellung (Künstlerhaus);1886;Simm, Franz Xaver;Munich
7911;p_2876;e_18;2876;Simm, Franz Xaver;18;Jubiläums-Kunstausstellung 1888 (Künstlerhaus);1888;Simm, Franz Xaver;no value
7912;p_2876;e_19;2876;Simm, Franz Xaver;19;18. Jahresausstellung (Künstlerhaus);1889;Simm, Franz Xaver;Munich
7913;p_2876;e_20;2876;Simm, Franz Xaver;20;19. Jahresausstellung (Künstlerhaus);1890;Simm, Franz Xaver;Vienna
